,Hit Points,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Winner
45113,-35,-45,-45,-62,-40,-45,-1,1
45114,-5,-50,-70,-20,-5,0,0,1
45115,-5,55,-15,10,20,35,0,0
45116,-45,-15,-60,-65,-145,0,-1,1
45117,25,69,90,30,60,-44,0,1
45118,6,-18,10,59,10,-22,0,1
45119,-20,-55,-25,-109,-55,-102,0,1
45120,40,45,75,45,70,15,0,0
45121,-110,102,27,37,37,117,0,0
45122,-38,-56,-50,-56,-50,-45,0,1
45123,-3,-5,-43,58,16,57,0,0
45124,11,17,5,-15,-15,32,0,0
45125,2,-45,-25,-11,-14,-7,0,1
45126,-45,-50,-55,-70,-10,-50,-1,1
45127,30,54,5,8,5,24,0,0
45128,65,45,21,70,21,18,1,0
45129,-72,-48,-32,-46,-30,0,0,1
45130,-5,25,54,30,8,14,0,0
45131,15,60,15,-70,0,-45,0,1
45132,5,68,11,-23,-48,47,0,0
45133,-7,0,9,5,25,-22,0,1
45134,-12,-65,-37,-67,-15,-72,0,1
45135,9,95,25,-17,5,76,0,0
45136,10,100,18,50,-2,40,0,0
45137,5,-10,0,20,0,5,0,0
45138,21,35,68,18,38,10,0,0
45139,-36,25,-60,-85,-50,-40,0,1
45140,-20,-43,-25,-10,-15,-22,0,1
45141,36,13,12,5,5,4,0,0
45142,10,10,85,-12,20,16,0,0
45143,-30,15,-8,-35,-8,10,0,0
45144,-38,3,39,-23,14,24,0,0
45145,85,15,40,60,30,-5,1,1
45146,20,50,72,13,10,-11,0,1
45147,-15,50,15,-80,-25,5,0,0
45148,-45,-100,-45,-35,-40,-100,0,1
45149,-71,-55,-50,-104,-40,-40,-1,1
45150,-35,-45,-55,-100,-50,-25,0,1
45151,12,6,7,16,5,0,1,1
45152,35,30,-15,-55,-10,43,0,0
45153,8,-62,-39,-21,-19,6,0,0
45154,-40,-70,-40,-55,-65,30,0,1
45155,25,15,30,20,30,-55,0,1
45156,10,95,-45,-50,-5,110,0,0
45157,6,12,-10,8,7,46,0,0
45158,3,40,22,48,16,107,0,0
45159,-172,76,66,39,-36,76,0,0
45160,-17,-58,18,-52,-18,-48,-1,1
45161,-40,-89,-60,-5,-20,9,0,0
45162,15,30,15,-75,-45,-70,0,0
45163,14,1,35,-21,20,-14,0,1
45164,-50,-65,-70,-120,-90,-40,-1,1
45165,57,110,-39,25,-29,11,0,0
45166,0,-5,18,2,-15,-29,0,1
45167,0,-18,-20,30,-10,-12,0,1
45168,10,50,160,0,-40,10,0,0
45169,-25,50,25,-30,-30,0,0,1
45170,-16,11,-5,-1,-10,-14,0,1
45171,26,49,-4,51,36,21,0,0
45172,-1,-7,40,5,-3,-29,0,1
45173,5,20,-65,-25,-40,0,0,1
45174,22,13,22,57,83,53,1,0
45175,5,20,7,40,25,23,0,0
45176,-30,-39,-10,0,10,-3,0,1
45177,-30,-45,-75,-19,-9,50,0,1
45178,4,-20,-60,-30,-9,-34,0,1
45179,-2,-15,15,90,80,45,0,0
45180,-39,-60,35,-20,35,-71,-1,1
45181,-20,3,-12,-33,-37,-23,0,1
45182,10,-35,5,-5,5,0,0,1
45183,45,81,-30,-49,-50,59,0,0
45184,25,0,35,20,40,-25,0,1
45185,-24,-85,-20,-35,60,-31,-1,1
45186,-4,-28,13,8,15,28,0,0
45187,35,0,60,65,90,45,1,1
45188,0,-6,-20,-18,-23,67,0,0
45189,-10,-7,-8,-3,10,5,0,0
45190,-87,5,-5,-5,-50,60,0,0
45191,35,-33,-53,68,63,-5,0,1
45192,-50,-45,-55,-75,-40,-25,0,1
45193,30,29,45,-15,15,-9,0,1
45194,5,35,-25,20,15,20,0,0
45195,25,75,35,-7,27,70,0,0
45196,24,-15,35,-32,38,-41,0,1
45197,23,54,37,-11,-23,48,1,0
45198,5,12,-3,-30,-10,16,0,0
45199,25,90,0,-25,40,115,0,0
45200,40,65,125,-10,5,-35,0,1
45201,-30,-60,-70,-10,0,70,0,1
45202,0,-30,-15,-22,-15,15,0,0
45203,-4,32,97,-23,15,18,0,0
45204,28,55,25,62,18,40,0,0
45205,-20,43,53,-73,-63,-45,0,1
45206,-10,-105,-65,-25,-25,-40,0,1
45207,-36,15,-45,-27,-17,-15,-1,1
45208,2,35,0,-7,7,40,0,1
45209,0,-40,10,-10,70,5,0,0
45210,-25,-4,30,-30,-33,-23,0,1
45211,22,55,30,0,50,43,0,0
45212,-10,-65,-60,-40,-60,-95,-1,1
45213,20,20,45,105,40,60,0,0
45214,-20,33,10,-40,0,36,0,0
45215,-10,-40,-25,-50,-45,-25,0,1
45216,10,20,-13,15,22,-10,0,1
45217,-4,81,-36,-54,-6,54,0,0
45218,-31,-32,-20,-60,-26,-7,0,1
45219,-5,23,73,28,5,-39,0,1
45220,10,25,-10,-12,-20,-5,0,1
45221,30,0,-90,25,30,10,0,0
45222,-13,-40,-66,-80,-66,-61,0,1
45223,-15,15,-16,-20,-36,-5,0,1
45224,10,-15,10,4,30,-8,0,1
45225,2,30,9,10,9,-5,0,1
45226,30,30,-105,-45,50,15,0,0
45227,-20,-25,7,-35,-40,-5,0,1
45228,-15,-18,-5,-11,-45,-42,0,1
45229,-21,-61,-80,-60,-40,-35,0,1
45230,0,-50,5,19,79,-30,0,1
45231,-35,-65,-30,-10,-30,-30,0,1
45232,-25,21,-15,-30,-75,-13,0,1
45233,10,-60,-25,30,5,-20,0,1
45234,10,-42,4,-17,4,-20,0,1
45235,-70,-105,-55,-50,-5,35,0,1
45236,61,42,48,99,48,38,0,0
45237,32,-13,-2,-60,-3,-9,0,1
45238,51,-17,-17,12,-3,-61,0,1
45239,-10,-30,38,-5,-40,-8,0,1
45240,-30,-41,-75,-11,5,5,0,0
45241,-8,75,49,-5,-16,-10,0,1
45242,-35,-75,-25,-50,30,-45,0,1
45243,-30,15,-65,10,70,15,0,0
45244,-24,52,74,17,69,-54,1,1
45245,5,-9,-25,-15,-25,-6,0,1
45246,10,37,27,12,2,50,0,0
45247,-50,-8,24,32,24,31,0,0
45248,225,-25,-20,-25,100,-25,0,1
45249,-40,-40,-20,-35,-25,-5,-1,1
45250,-10,10,-35,35,-35,45,0,0
45251,-89,-21,-35,-35,-45,-10,0,1
45252,64,120,24,96,9,82,0,0
45253,-7,-4,-67,-19,-67,27,0,0
45254,69,100,45,45,-10,41,1,0
45255,-15,-15,-25,10,-20,10,0,0
45256,-51,-140,-55,-19,-5,-10,-1,1
45257,24,39,13,1,23,-21,0,1
45258,-81,-170,-85,-49,-45,-40,-1,1
45259,26,-15,-60,5,44,-20,1,1
45260,0,-20,15,-40,30,-70,0,1
45261,45,0,35,60,65,-30,0,1
45262,-10,75,-25,5,-45,35,1,0
45263,25,100,34,25,65,21,0,0
45264,-10,-42,-8,-42,7,-53,0,1
45265,20,75,145,25,45,-5,0,1
45266,-11,-8,-2,-40,-30,0,0,1
45267,0,-70,-75,25,-35,10,0,0
45268,30,70,50,5,50,38,0,0
45269,-5,-40,-5,60,80,30,0,1
45270,10,-15,-130,-35,5,-30,0,1
45271,30,63,50,35,60,85,0,0
45272,0,-53,25,13,38,-43,1,1
45273,17,-6,51,-21,46,-32,0,1
45274,-3,-10,-35,20,25,23,0,0
45275,20,10,13,70,13,25,0,0
45276,-13,23,10,32,5,72,0,0
45277,34,80,10,25,40,45,0,0
45278,-10,-20,-2,75,-2,60,0,0
45279,18,-24,-22,-49,-7,-45,-1,1
45280,60,40,-35,15,-45,18,0,0
45281,-4,-27,4,-22,-31,-37,0,1
45282,30,35,-37,-55,-47,-41,0,1
45283,61,56,5,34,-25,55,1,0
45284,45,34,60,35,40,-4,0,1
45285,-25,-45,-65,-25,-40,15,0,0
45286,45,-5,-20,13,15,-58,0,1
45287,24,135,45,53,33,45,0,0
45288,-14,0,-2,8,13,5,0,0
45289,-21,-17,-27,-25,-25,-5,0,1
45290,-50,-10,-15,-90,-20,-65,0,1
45291,24,11,30,-1,15,-19,0,1
45292,45,45,25,35,55,10,0,0
45293,-8,-20,5,5,-5,-72,0,1
45294,10,3,-42,-14,-44,-25,-1,1
45295,-10,-33,-18,-23,-18,-6,0,1
45296,0,40,90,-10,-20,-10,0,1
45297,2,-23,2,-110,-80,-44,0,1
45298,-39,-101,16,-75,16,-97,-1,1
45299,0,-15,-15,-5,15,5,0,0
45300,-65,-55,0,-16,18,-22,0,1
45301,20,55,19,5,14,-23,0,1
45302,5,50,40,95,30,8,1,0
45303,50,50,23,5,23,9,1,0
45304,30,-25,-30,20,58,82,0,0
45305,-10,-25,-10,45,-10,10,0,0
45306,55,85,215,20,60,-30,0,0
45307,38,-2,33,61,144,0,1,1
45308,96,75,65,75,109,-5,1,1
45309,60,25,40,59,60,22,0,0
45310,10,30,-15,10,-15,5,0,0
45311,-45,-8,-55,-76,-75,-20,-1,1
45312,-25,-5,-5,-55,-35,10,0,0
45313,10,-25,-8,-20,10,-12,0,1
45314,-41,-65,-30,0,-59,40,-1,0
45315,20,55,-15,0,-25,60,0,0
45316,55,35,80,20,80,35,0,0
45317,53,25,-7,35,3,45,0,0
45318,5,-20,-40,25,10,-20,0,1
45319,-56,-35,-71,-36,-45,-57,-1,1
45320,-31,-40,28,-5,-59,-43,-1,1
45321,1,-10,-22,20,8,49,0,0
45322,-80,-100,-50,-40,-30,-50,0,1
45323,30,35,20,-5,10,70,0,0
45324,-2,97,63,-16,23,4,0,0
45325,-5,-15,0,25,30,-5,0,1
45326,25,35,-35,80,15,70,0,0
45327,-33,-17,-2,-24,-22,-13,0,1
45328,-30,-30,30,-85,-40,-70,0,1
45329,35,-5,40,40,30,5,0,0
45330,10,3,-37,38,13,51,0,0
45331,-25,-8,-23,2,-5,-3,0,1
45332,-6,40,47,-58,-68,-7,0,1
45333,-15,-20,-5,-65,-25,-45,0,1
45334,-15,-45,-29,-20,-50,-56,0,1
45335,23,-23,-28,-1,-8,-42,-1,1
45336,-19,33,30,-34,-52,-23,0,1
45337,-40,-6,-32,65,-22,17,0,1
45338,-16,20,4,-32,7,-31,0,1
45339,-15,3,-33,-55,-35,-5,-1,1
45340,-100,-50,5,-35,5,-35,0,1
45341,10,25,120,-20,15,-55,1,0
45342,-12,-20,9,55,44,65,0,0
45343,45,10,20,-5,70,0,1,1
45344,20,20,73,82,80,50,0,0
45345,-24,-7,-17,-58,-21,-25,0,1
45346,-18,-30,-9,-20,-24,-30,0,1
45347,-36,40,-45,-55,-45,-38,0,1
45348,5,-30,-110,55,65,35,0,0
45349,-21,-15,-12,15,-69,-3,-1,1
45350,45,45,50,90,45,15,0,0
45351,45,50,-65,58,-80,20,0,0
45352,-160,145,99,-5,-5,26,0,0
45353,7,18,-30,-9,-33,49,0,1
45354,70,26,-5,6,-10,24,0,0
45355,33,40,13,48,58,10,0,0
45356,-10,43,10,-22,10,90,0,0
45357,40,55,56,16,12,7,0,0
45358,-29,-20,-15,-35,-35,35,0,0
45359,10,23,-35,0,-35,-35,-1,1
45360,-4,-33,-30,-65,-10,2,0,0
45361,-32,-28,-15,-48,-3,-63,0,1
45362,30,-25,1,10,-9,-35,0,1
45363,44,60,45,20,35,18,0,1
45364,5,20,20,-25,15,-45,-1,1
45365,21,21,-32,11,-42,-69,0,0
45366,-5,17,-20,-5,-5,-16,0,1
45367,30,30,50,65,55,-15,0,1
45368,21,12,15,19,15,18,0,0
45369,50,57,25,0,35,13,0,0
45370,0,17,64,59,66,26,0,0
45371,-1,27,43,12,33,-24,0,1
45372,-35,-20,-15,0,-10,-80,0,1
45373,-55,-25,-63,-30,-45,-17,0,1
45374,25,71,19,30,35,40,0,0
45375,45,65,35,25,55,15,1,0
45376,10,-5,170,-40,-15,-35,0,1
45377,60,90,70,95,90,5,1,0
45378,10,35,20,55,30,5,0,0
45379,8,-50,5,-10,-5,-23,0,1
45380,-22,-29,-16,16,-6,27,0,0
45381,15,-55,-150,15,0,40,0,0
45382,12,30,55,-10,25,-10,0,1
45383,-18,-15,10,-50,10,-52,0,1
45384,-25,-80,-130,-5,5,-5,0,1
45385,35,45,10,0,0,-25,0,1
45386,-10,-15,40,-35,35,-45,0,1
45387,-20,0,-30,-20,-120,90,-1,0
45388,-95,10,-15,65,40,55,0,0
45389,-16,50,15,20,5,17,1,0
45390,15,10,20,70,60,55,0,0
45391,22,48,-8,23,-8,47,0,0
45392,-10,98,-25,135,-25,76,1,0
45393,-11,0,47,33,-12,33,0,0
45394,-36,-18,78,-59,84,-56,0,1
45395,45,45,-45,95,0,85,0,0
45396,-10,13,-12,13,-12,29,0,0
45397,-20,-75,-145,-25,-45,5,0,0
45398,25,-65,40,-10,15,-75,0,1
45399,0,103,15,-43,5,-5,0,1
45400,-15,-10,5,5,20,50,0,0
45401,31,75,60,80,55,9,0,0
45402,3,35,-8,-2,-13,0,0,1
45403,25,20,85,-20,-30,-45,0,1
45404,15,-5,0,-45,-20,-55,0,1
45405,18,22,52,14,5,14,0,0
45406,15,13,23,68,18,33,0,0
45407,50,67,5,82,40,28,0,0
45408,-40,-30,-28,-57,-36,-15,0,1
45409,-5,1,43,16,-10,-44,0,1
45410,5,-15,-25,5,-70,-70,0,1
45411,85,5,-20,30,-25,-5,0,1
45412,-11,-56,-50,-20,-30,-30,0,1
45413,20,20,-3,60,55,43,0,0
45414,-63,-22,-22,-59,-37,-13,0,1
45415,-21,-74,-35,8,-30,-63,-1,1
45416,-10,40,-10,-40,-10,-20,0,1
45417,-69,14,-49,-46,-54,38,0,0
45418,41,49,47,99,57,47,1,0
45419,10,-5,0,0,70,23,0,0
45420,-4,11,5,42,14,51,0,0
45421,20,-65,45,-12,15,-80,0,1
45422,-15,-55,13,-65,-50,-43,0,1
45423,45,59,-29,-36,-36,-28,0,1
45424,0,85,-57,45,-57,64,1,0
45425,20,20,-15,120,55,70,1,0
45426,-20,-33,-35,-32,-20,25,0,0
45427,-62,-70,-15,-45,-35,-70,-1,1
45428,65,-33,13,-2,13,-49,0,1
45429,-5,-25,0,25,30,60,1,0
45430,-1,75,35,48,3,0,0,1
45431,-74,-51,-8,-51,-18,-8,0,1
45432,-41,-28,-37,5,-5,-25,0,1
45433,-2,-6,-7,-45,-40,-10,0,1
45434,135,19,45,15,10,-7,0,1
45435,-27,-12,-38,-3,-24,-16,0,1
45436,-19,-1,2,-35,0,-42,-1,1
45437,17,22,17,-15,-3,-10,0,1
45438,-15,5,-150,5,-35,40,0,0
45439,14,5,22,28,43,18,0,0
45440,-15,3,-10,-33,-45,-15,0,1
45441,-80,35,30,5,45,100,0,0
45442,-10,-54,-101,-30,-90,-25,0,1
45443,-64,-20,15,-50,-45,25,0,0
45444,-42,-70,-52,-15,-35,19,0,0
45445,10,10,70,-35,35,-35,1,1
45446,-25,-20,10,-70,0,5,0,0
45447,15,-25,35,25,15,-60,0,1
45448,9,-19,0,13,0,-48,-1,1
45449,-20,30,100,30,100,10,0,0
45450,-10,-20,45,35,-10,-25,0,1
45451,8,51,4,73,37,21,0,1
45452,-30,-73,0,-38,-30,-86,0,1
45453,50,-5,21,65,-10,24,1,0
45454,30,31,-5,16,25,57,0,0
45455,31,-10,-43,20,44,18,1,0
45456,-10,25,5,-30,0,15,0,0
45457,-17,31,10,-4,-20,-5,0,1
45458,-13,-54,-27,25,5,-18,0,1
45459,-5,-75,15,-50,30,-50,0,1
45460,0,3,17,90,15,70,0,0
45461,-45,-63,-25,-30,-25,-32,0,1
45462,-50,50,45,50,45,40,0,0
45463,2,10,14,10,29,-5,0,1
45464,-20,77,0,-8,57,47,0,0
45465,5,35,20,0,-35,-9,0,1
45466,42,130,39,100,39,40,0,0
45467,25,10,0,10,50,-25,1,1
45468,-25,-25,-40,-17,-40,-40,-1,1
45469,-55,-65,-55,-5,-60,1,0,0
45470,25,-6,16,40,40,75,0,0
45471,-28,-55,-20,10,-10,-45,0,1
45472,36,57,40,55,41,37,1,0
45473,-23,-67,-17,-14,-19,-30,0,1
45474,-41,-5,-18,2,-3,45,0,0
45475,45,120,80,35,5,0,0,1
45476,-36,-40,110,-134,-60,-90,-1,1
45477,10,-35,-29,35,6,-22,0,1
45478,-30,45,-12,40,-30,12,0,0
45479,5,20,30,40,60,20,0,0
45480,10,-45,2,-40,22,-45,0,1
45481,-24,-33,-43,-24,-28,-13,0,1
45482,12,-4,-7,2,-8,-89,0,1
45483,-8,-33,12,-26,-9,-40,0,1
45484,-175,95,58,45,-42,66,0,0
45485,19,38,93,23,25,-8,0,1
45486,-42,-85,-39,-35,-14,-33,0,1
45487,29,90,42,80,25,96,1,0
45488,10,-13,12,42,12,-9,0,1
45489,25,13,-3,-60,-20,10,0,0
45490,85,55,65,55,50,45,1,0
45491,-22,-32,22,-25,-15,-30,0,1
45492,-28,-25,-25,-50,-25,-91,0,1
45493,25,50,-190,60,-180,40,0,0
45494,7,26,62,5,5,-20,0,1
45495,-4,-26,-65,10,5,-25,0,1
45496,-35,-40,-58,-20,-53,-15,0,1
45497,-20,-50,-55,-14,-10,23,0,1
45498,-20,-17,-5,-18,-10,-40,0,1
45499,-50,-40,-18,-40,-18,-80,-1,1
45500,7,10,-45,71,-6,43,1,0
45501,-18,-22,-57,31,10,56,0,0
45502,-5,-23,-2,-15,45,-25,0,1
45503,-33,2,53,4,-16,-34,0,1
45504,-10,20,7,-15,-15,40,0,0
45505,-24,-45,5,-45,-5,-86,-1,1
45506,20,-9,-50,-9,10,-22,0,1
45507,0,-20,0,50,30,-60,0,1
45508,25,6,-10,31,-5,0,0,1
45509,-5,-20,-72,-18,-25,-29,0,1
45510,69,135,-140,95,-150,86,1,0
45511,-12,-15,43,-53,9,-77,0,1
45512,50,38,16,40,16,5,0,0
45513,15,43,-5,3,5,19,0,0
45514,35,0,-10,-5,-10,-5,0,1
45515,5,15,13,61,13,41,0,0
45516,-51,-60,-99,-50,-22,-78,-1,1
45517,-48,-26,-15,-36,5,35,0,0
45518,30,45,25,55,-10,50,0,0
45519,0,21,-25,-9,25,4,0,0
45520,15,-15,-48,0,17,-20,0,1
45521,-54,24,6,-12,-17,45,0,0
45522,5,30,60,0,-15,-25,0,1
45523,0,25,45,-15,60,0,0,1
45524,25,25,35,25,75,80,1,0
45525,20,75,38,90,20,72,0,0
45526,40,20,10,20,10,0,0,1
45527,-1,18,10,20,-10,-37,0,1
45528,40,15,-5,26,12,16,0,0
45529,10,3,44,-85,-40,-36,0,1
45530,61,98,97,40,40,25,1,0
45531,25,60,25,-5,35,47,0,0
45532,45,35,-4,-5,-4,-22,0,1
45533,-45,-120,-80,25,-70,-10,0,1
45534,0,33,58,10,20,-11,0,1
45535,1,-16,-55,20,20,30,0,0
45536,-17,-20,-17,47,89,40,0,0
45537,10,50,60,5,70,15,0,0
45538,-42,-90,-35,-100,-40,-24,-1,1
45539,-21,-35,85,40,45,-41,0,1
45540,-11,-3,-7,24,20,22,0,0
45541,47,25,46,40,35,12,0,0
45542,10,55,55,0,-15,20,0,0
45543,15,57,30,62,-15,3,0,0
45544,10,72,38,9,26,-11,0,1
45545,35,10,-75,85,-5,25,1,1
45546,25,-5,110,0,100,-30,0,1
45547,-19,-46,-5,-4,10,-26,0,1
45548,36,65,-70,109,50,120,1,0
45549,-50,-35,-35,-20,-60,-50,0,1
45550,-40,-18,56,-38,6,-30,0,1
45551,0,30,3,0,-25,32,1,0
45552,-40,85,35,70,10,40,1,0
45553,50,11,-25,-74,5,38,0,0
45554,50,40,60,35,105,30,0,0
45555,30,23,30,105,40,52,0,0
45556,44,50,35,115,50,66,1,0
45557,-10,25,75,5,45,10,0,0
45558,-50,-28,-33,-33,2,40,0,1
45559,40,-10,45,-35,-20,-45,0,1
45560,-10,-27,-3,-50,-15,-25,0,1
45561,-88,-22,-37,-69,-62,-23,0,1
45562,15,-65,5,17,7,46,1,0
45563,-10,75,25,100,45,80,1,0
45564,-2,-15,50,25,25,-25,0,1
45565,5,25,-25,0,40,-75,0,0
45566,10,65,60,45,60,75,0,0
45567,-79,-65,-5,-45,-15,-10,0,1
45568,-21,48,7,-4,-10,41,0,0
45569,-30,-58,-33,0,-10,1,0,0
45570,-17,17,-22,-29,-26,-52,0,1
45571,-5,35,-40,50,20,15,0,0
45572,10,-16,2,39,30,64,0,0
45573,-30,5,0,64,-21,30,0,1
45574,8,31,30,3,17,84,0,0
45575,40,20,36,51,77,42,1,0
45576,-35,15,-20,-35,-50,-5,0,1
45577,35,0,61,-19,35,30,1,0
45578,-52,-20,-20,-58,-35,-35,0,1
45579,30,5,5,-20,-5,-110,0,1
45580,-15,0,-10,-75,-20,10,0,0
45581,35,-30,20,60,50,-5,0,1
45582,-3,15,21,-5,12,35,0,0
45583,8,-11,22,7,44,-75,0,1
45584,3,21,0,-27,-13,-21,0,1
45585,-5,9,25,-28,-25,-32,0,1
45586,0,35,180,-55,15,-65,0,0
45587,35,-30,120,10,20,-75,0,1
45588,0,-5,5,15,35,45,0,0
45589,30,0,50,-35,-55,-55,0,1
45590,-16,-62,-7,-5,65,-15,0,0
45591,35,-15,30,30,30,-50,0,1
45592,-37,-130,-95,-20,-55,-65,0,1
45593,-26,-19,-23,-51,-23,-40,0,1
45594,43,52,8,-62,-23,-18,0,1
45595,45,15,-15,35,-30,-20,0,1
45596,-5,-8,-18,-83,-18,-51,0,1
45597,31,40,6,45,36,12,1,0
45598,-50,-95,-75,-45,-25,-90,0,1
45599,25,20,40,35,10,-2,0,1
45600,-25,-15,-15,-35,-25,-19,0,1
45601,-19,-3,-31,-16,-21,45,0,0
45602,30,-25,-20,-5,10,-110,-1,1
45603,35,75,45,50,45,-40,0,0
45604,-40,30,40,-60,5,-5,0,1
45605,-30,-5,-32,-50,-52,25,0,0
45606,-19,25,50,-45,-10,-5,0,1
45607,-4,-85,-25,-53,-43,-45,0,1
45608,21,38,-20,0,-10,1,0,0
45609,0,35,65,20,-5,5,0,0
45610,5,36,20,6,-10,5,0,0
45611,-18,-50,-15,30,25,8,1,0
45612,10,31,39,29,71,90,0,0
45613,20,-35,-8,-40,10,-17,0,1
45614,15,5,35,30,15,10,0,1
45615,11,45,68,-30,17,6,0,0
45616,-15,10,-25,90,40,10,1,0
45617,-25,-15,-65,-25,-5,20,0,0
45618,-10,-3,10,57,10,83,0,0
45619,12,56,-45,-2,-5,30,0,0
45620,-3,105,35,-95,25,-46,0,1
45621,-2,-34,-69,3,-19,-59,0,1
45622,19,33,30,10,25,-42,0,1
45623,-31,31,-52,-7,-62,27,0,0
45624,53,-10,26,40,86,20,0,0
45625,-40,-55,20,15,25,0,0,1
45626,-35,-55,-35,-25,-25,-35,0,1
45627,123,-56,-58,-46,-58,0,0,1
45628,-16,-95,-18,-73,-23,-30,0,1
45629,23,43,25,20,5,5,0,0
45630,-5,-50,8,-30,68,-6,0,1
45631,4,-11,3,50,15,-12,0,1
45632,-45,5,-15,-130,-5,-10,-1,1
45633,-17,-65,-124,19,19,-5,0,1
45634,32,7,26,54,49,-14,0,1
45635,25,42,18,52,28,48,0,0
45636,15,55,19,0,29,35,0,0
45637,35,24,-37,-1,-14,-32,0,1
45638,0,10,-35,25,15,75,0,0
45639,15,26,-24,48,13,51,0,0
45640,35,-2,30,2,17,53,0,0
45641,-61,-10,-63,-13,-58,5,0,0
45642,15,21,34,18,66,62,0,0
45643,29,73,83,13,15,2,0,0
45644,52,42,35,59,35,77,1,0
45645,-40,-75,-130,-15,-55,-10,0,1
45646,0,-20,10,20,10,5,0,0
45647,15,-39,-111,32,25,32,0,0
45648,-10,0,35,0,50,5,0,0
45649,40,-72,-7,-12,-27,-92,0,1
45650,16,-10,15,-20,-15,-46,-1,1
45651,31,23,22,64,1,26,0,0
45652,0,54,65,54,35,-23,0,1
45653,-32,-70,40,-5,0,-8,0,1
45654,11,51,-33,59,27,37,0,0
45655,-30,-10,5,45,10,45,0,0
45656,45,50,70,-25,20,10,0,0
45657,-205,62,25,-40,-100,10,0,0
45658,5,-35,40,40,60,-20,0,1
45659,11,-65,61,16,45,37,1,0
45660,-38,-46,-13,-7,-33,-15,0,1
45661,2,55,17,48,21,97,0,0
45662,35,25,-10,35,45,115,0,0
45663,12,7,43,29,64,6,0,0
45664,-16,8,-43,-32,-43,24,-1,0
45665,18,-20,14,55,79,-5,0,1
45666,12,50,90,20,60,-30,0,0
45667,-17,0,3,2,24,15,0,0
45668,41,-13,32,69,44,-39,0,1
45669,-5,-25,80,20,80,-50,0,1
45670,46,-53,-26,38,-14,-96,0,1
45671,-60,-110,-5,25,10,-50,0,1
45672,-25,-15,-40,-13,-2,55,0,0
45673,45,51,48,6,20,16,1,0
45674,4,16,-15,90,15,65,1,0
45675,-10,-10,-25,-19,-8,27,0,0
45676,0,-20,-10,95,40,35,0,0
45677,-36,-28,-42,-50,-40,15,0,0
45678,30,-30,-30,-35,0,-5,-1,1
45679,-5,-45,15,0,35,5,0,0
45680,15,-20,97,45,45,-8,0,1
45681,-92,-30,101,5,51,-50,0,1
45682,20,-5,-30,19,18,-17,0,1
45683,6,-43,-36,4,-11,42,0,0
45684,-70,11,27,-44,-41,-39,0,1
45685,-13,-50,8,-40,25,10,0,0
45686,-22,-8,-25,-26,-37,18,-1,0
45687,25,-25,-40,-10,20,0,0,1
45688,13,-5,-1,47,9,-21,0,1
45689,-40,-12,40,-52,-35,-68,0,1
45690,-20,15,-15,-15,-20,-15,0,1
45691,-35,15,-10,-40,-5,30,0,0
45692,84,-14,19,15,25,50,0,1
45693,-5,-75,-30,-10,20,-5,0,1
45694,-10,35,15,-55,-115,-55,0,1
45695,-45,-40,0,5,-50,-30,0,1
45696,-5,17,-45,-45,20,42,0,0
45697,12,-10,49,-20,-18,-13,0,1
45698,-28,8,-7,-63,-58,-32,0,1
45699,15,95,0,60,35,-50,1,1
45700,55,55,25,-5,35,25,0,0
45701,50,62,23,35,38,-2,0,1
45702,-6,38,5,-14,3,-43,0,1
45703,-3,15,17,-2,-64,-25,0,1
45704,-12,-42,-77,18,-33,27,0,0
45705,0,-11,-35,9,35,-4,0,1
45706,15,35,20,-65,20,-55,0,1
45707,-20,-15,-21,0,-21,-35,0,1
45708,-11,75,-65,33,23,35,0,0
45709,100,107,52,42,17,36,0,0
45710,6,19,47,19,47,42,0,0
45711,49,95,60,60,50,16,1,0
45712,60,72,24,14,1,-42,0,0
45713,-2,46,20,16,70,-15,0,1
45714,15,10,3,37,50,20,0,0
45715,-30,-45,-35,-40,-40,-40,0,1
45716,10,15,15,35,40,-25,0,1
45717,-30,-35,-30,-5,15,-15,0,1
45718,-9,-29,-38,-4,20,23,0,0
45719,-40,-44,-16,-75,-35,-75,0,1
45720,45,0,38,20,45,-13,0,1
45721,-17,3,60,30,50,17,0,0
45722,70,-5,25,80,5,5,1,0
45723,15,15,19,25,39,-12,0,1
45724,10,13,-7,13,-22,9,0,0
45725,65,100,0,-10,-15,40,0,0
45726,1,-34,-28,26,22,-62,0,1
45727,10,60,25,70,25,96,1,0
45728,-41,-34,-55,-66,5,-9,0,1
45729,-5,-20,62,-30,24,-36,0,1
45730,-10,-65,-20,-15,-55,-70,0,1
45731,-40,-98,-15,-3,-45,-19,0,1
45732,-45,-40,-25,-20,-50,-40,0,1
45733,-40,-55,15,-60,-35,-65,0,1
45734,30,30,30,32,-5,83,0,0
45735,-3,1,122,-54,-20,-70,0,1
45736,-10,10,50,-20,-20,-20,0,1
45737,-55,15,15,-45,-25,50,0,0
45738,4,-16,-26,-76,-16,-55,0,1
45739,60,60,100,5,15,25,0,0
45740,-9,-1,-21,-10,-6,-19,0,1
45741,-7,-15,7,4,-11,16,0,0
45742,-16,-2,-31,-2,-31,-19,0,1
45743,16,-35,59,-35,2,-7,0,1
45744,15,-60,5,-22,-10,-30,0,1
45745,31,-1,10,12,30,38,1,0
45746,30,65,30,55,50,40,0,0
45747,21,16,8,51,25,44,0,0
45748,-4,-41,5,-25,10,-35,0,1
